,x1,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x2_0,x2_1,x2_2,x2_3,x2_4,x2_5,x2_6,x2_7,x2_8,x2_9,x2_10,x2_11,x3_0,x3_1,x3_2,y
41,55,2,0,0,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
42,29,3,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
43,54,2,0,1291,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
44,32,3,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
45,38,3,0,243,0,1,0,5,5,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
46,38,3,0,424,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47,47,0,0,306,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
48,40,0,0,24,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
49,46,1,0,179,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
50,32,3,0,0,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51,53,2,0,989,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,57,1,0,249,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
53,33,2,0,790,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
54,49,0,0,154,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
55,51,3,0,6530,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
56,60,3,0,100,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,59,3,0,59,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,55,2,0,1205,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
59,35,2,0,12223,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
60,57,2,0,5935,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
61,31,2,0,25,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
62,54,2,0,282,1,1,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63,55,1,0,23,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
64,43,2,0,1937,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
65,44,2,0,582,0,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
66,55,2,0,91,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
67,49,2,0,0,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
68,55,2,1,1,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
69,47,2,0,164,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
70,42,2,0,690,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
71,59,2,0,2343,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
72,46,3,0,137,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
73,51,1,0,173,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
74,56,2,0,45,0,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
75,41,2,0,1270,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
76,46,2,0,16,1,1,0,5,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
77,57,2,0,486,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
78,42,2,0,50,0,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
79,60,2,0,290,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
80,60,0,0,54,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
81,36,3,0,101,1,1,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
82,55,2,0,383,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
83,60,3,0,81,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
84,39,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
85,46,3,0,229,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
86,53,1,0,90,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
87,52,1,0,128,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
88,59,1,0,179,1,0,0,5,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
89,27,3,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
90,44,2,0,54,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
91,47,3,0,151,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
92,34,2,0,61,0,1,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
93,59,2,0,30,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
94,45,3,0,523,1,0,0,5,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
95,29,2,0,31,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
96,46,2,0,79,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
97,36,1,0,448,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
98,59,1,0,81,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
99,44,2,0,144,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
100,41,2,0,351,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,59,3,0,262,0,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
102,56,0,0,56,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
103,51,2,0,26,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
104,34,0,0,3,1,0,0,5,5,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
105,43,2,0,41,1,1,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
106,52,3,0,7,0,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
107,33,2,0,105,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
108,29,2,0,818,1,1,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,31,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
110,55,2,0,2476,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
111,55,0,0,1185,0,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
112,32,2,0,217,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,38,2,0,1685,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
114,55,2,0,802,1,1,0,5,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
115,28,3,0,0,1,0,0,5,5,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
116,23,2,0,94,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
117,32,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
118,43,0,0,0,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
119,32,2,0,517,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
120,46,2,0,265,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
121,53,1,0,947,1,0,0,5,5,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
122,34,2,0,3,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
123,57,3,0,42,0,0,0,5,5,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
124,37,2,0,37,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
125,59,2,0,57,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126,33,2,0,22,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
127,56,1,0,8,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
128,48,2,0,293,1,0,0,5,5,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
129,43,1,0,3,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
130,54,1,0,348,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
131,26,2,0,0,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
132,39,2,0,18,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
133,50,1,0,139,0,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
134,41,2,0,0,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
135,51,0,0,1883,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
136,60,2,0,216,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
137,52,2,0,782,1,0,0,5,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
138,48,2,0,904,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
139,48,0,0,1705,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
140,39,3,0,47,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,47,2,0,176,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,40,2,0,1225,1,0,0,5,5,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
143,45,2,0,86,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
144,26,2,0,82,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,52,3,0,271,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
146,54,2,0,1378,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
147,50,1,0,0,0,0,0,5,5,3,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
148,35,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
149,44,2,0,1357,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
150,53,0,0,19,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
151,35,1,0,434,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
152,60,2,0,92,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153,53,2,0,1151,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,48,2,0,41,1,0,0,5,5,2,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
155,34,2,0,51,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
156,54,2,0,214,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
157,51,2,0,1161,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
158,31,3,0,37,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
159,35,2,0,787,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
160,35,2,0,59,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
161,38,2,0,253,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
162,36,3,0,211,1,0,0,5,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
163,58,1,0,235,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
164,40,0,0,4384,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
165,54,2,0,4080,0,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
166,34,2,0,53,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
167,31,3,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
168,33,3,0,377,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
169,55,3,0,73,1,0,0,5,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
170,42,2,0,445,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
171,34,2,0,243,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
172,33,2,0,307,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
173,38,2,0,155,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
174,50,3,0,173,0,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
175,43,3,0,400,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
176,61,1,0,1428,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
177,47,2,0,219,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
178,48,3,0,7,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
179,44,2,0,575,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
180,35,0,0,298,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
181,35,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
182,50,2,0,5699,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
183,41,3,0,517,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
184,39,0,0,257,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
185,42,2,0,56,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
186,53,2,0,330,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
187,59,1,0,195,0,0,0,5,5,2,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
188,36,2,0,301,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
189,40,3,0,483,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
190,47,0,0,28,0,0,0,5,5,2,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
191,53,0,0,13,0,0,0,5,5,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
192,46,1,0,965,0,0,0,5,5,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
193,39,3,0,378,1,1,0,5,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
194,40,2,0,219,1,0,0,5,5,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
195,28,1,0,324,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
196,55,2,0,0,0,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
197,43,0,0,205,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
198,48,1,0,278,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
199,58,0,0,1065,1,0,0,5,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
200,33,3,0,34,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
201,36,0,0,1033,0,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
202,53,2,0,1467,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
203,31,2,0,388,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
204,57,2,0,294,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
205,53,0,0,1827,0,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206,55,1,0,627,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
207,45,1,0,25,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
208,53,2,0,315,1,0,0,5,5,2,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
209,44,2,0,66,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
210,46,2,0,349,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
211,43,0,0,100,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
212,43,2,0,434,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
213,49,3,0,3237,1,0,0,5,5,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
214,42,0,0,275,0,0,0,5,5,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
215,22,2,0,0,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
216,40,3,0,207,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
217,39,2,0,483,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
218,51,2,0,2248,1,0,0,5,5,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
219,49,2,0,428,1,0,0,5,5,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
220,53,2,0,0,1,1,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
221,34,2,0,0,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
222,33,2,0,140,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
223,50,3,0,297,1,0,0,5,5,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
224,39,1,0,279,1,0,0,5,5,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
